Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VILA CONSTANCA,35238338,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SAO GERALDINO, 180 VILA CONSTANCA. 02258-220 São Paulo - SP.",(11) 22415094,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4759,-46.5832
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET NAZIR MIGUEL VER,35238348,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PRUDENTE DE MORAIS, 210 BRAS. 03043-040 São Paulo - SP.",(11) 32084521,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5475,-46.6173
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET CASA VERDE - WALTER ABRAHAO,35238351,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BRAZELIZA ALVES CARVALHO, 500 VILA BARUEL. 02510-030 São Paulo - SP.",(11) 39665652,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.51105186,-46.65048625
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VILA PRADO,35238363,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"QUARTIM BARBOSA, 40 VILA SANTA MARIA. 02563-040 São Paulo - SP.",(11) 39517689,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.49244292,-46.67225276
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM PERI,35238375,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AFONSO LOPES VIEIRA 57, 57 VILA DIONISIA. 02671-100 São Paulo - SP.",(11) 38510178,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ANITA CASTALDI ZAMPIROLLO PROFA,35238387,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR CESAR, 485 SANTANA. 02013-002 São Paulo - SP.",(11) 29500224,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5026516,-46.6308407
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ADELAIDE LOPES RODRIGUES,35238399,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALFERES MAGALHAES, 211 SANTANA. 02034-006 São Paulo - SP.",(11) 29503571,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.505,-46.6244
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET HOMERO DOMINGUES DA SILVA VER,35238405,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMENICO ASPARI, 80 JARDIM BRITANIA. 05269-010 São Paulo - SP.",(11) 39166007,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.43345167,-46.78752833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET MARIA HENRIQUETA CATITE,35238417,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOM LUIS FELIPE DE ORLEANS, 1000 VILA MARIA BAIXA. 02118-001 São Paulo - SP.",(11) 29546099,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5195,-46.5867
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM JAPAO,35238429,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PRESIDENTE JANIO DA SILVA QUADROS, 270 JARDIM JAPAO. 02132-000 São Paulo - SP.",(11) 29318368,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5004,-46.5837
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET FERNAO DIAS,35238430,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MERINO, 30 JARDIM JULIETA. 02161-140 São Paulo - SP.",(11) 22016189,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.4860745,-46.5660665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET PARQUE NOVO MUNDO,35238442,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SOLDADO FRANCISCO FRANCO, 351 PARQUE NOVO MUNDO. 02180-040 São Paulo - SP.",(11) 29549230,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5206,-46.5657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET CIDADE NOVA DO PARQUE NOVO MUNDO,35238454,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NOSSA SENHORA DA APARECIDA, 215 PARQUE VILA MARIA. 02169-290 São Paulo - SP.",(11) 29558724,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5202,-46.5754
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET MARIO DA COSTA BARBOSA,35238466,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SARGENTO JETER AUGUSTO PEREIRA, 121 PARQUE NOVO MUNDO. 02188-070 São Paulo - SP.",(11) 29544787,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5122534,-46.5663095
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET SAO JORGE ARPOADOR,35238478,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"EUDORO LINCOLN BERLINCK, 114 JARDIM ARPOADOR. 05565-200 São Paulo - SP.",(11) 37826362,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.59531,-46.79015
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET BENEDICTO ROCHA VER,35238485,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DENIS CHAUDET, 150 JARDIM DRACENA. 05528-220 São Paulo - SP.",(11) 37510258,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5935,-46.7588
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET COHAB RAPOSO TAVARES,35238491,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CACHOEIRA PORAQUE, 560 CONJUNTO PROMORAR RAPOSO TAVARES. 05574-450 São Paulo - SP.",(11) 37814606,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5865,-46.8006
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET SALVADOR LO TURCO,35238508,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"EUSEBIO DE PAULA MARCONDES, 60 JARDIM D ABRIL. 05398-020 São Paulo - SP.",(11) 37830633,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5757,-46.7754
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET YVONE MALUHY JOSEPF SABGA,35238512,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ROSARIA ANA BARBOSA, 21 JARDIM ESTER. 05373-000 São Paulo - SP.",(11) 37815817,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5824,-46.7575
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ROBERTO ARANTES LANHOSO,35238521,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SARA NEWTON, 146 JARDIM BOA VISTA ZONA OESTE. 05583-030 São Paulo - SP.",(11) 37825224,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5831,-46.7922
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JOSE OZI PROF,35238533,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARTOLOMEO VENETO, 200 VILA TIRADENTES. 05364-030 São Paulo - SP.",(11) 37635487,Municipal,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-23.5721,-46.7514
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ALOYSIO DE MENEZES GREENHALGH VER,35238545,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR FRANCISCO PATI, 375 CIDADE SAO FRANCISCO. 05352-090 São Paulo - SP.",(11) 37685894,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5577,-46.7594
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ANTONIO JOAO ABDALLA DR,35238557,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANGELO APARECIDO DOS SANTOS DIAS, 257 JARDIM SAO JORGE. 05568-090 São Paulo - SP.",(11) 37846848,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5922,-46.7834
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET YVONE LEMOS DE ALMEIDA FRAGA,35238569,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NEY GONZAGA DE LACERDA, 17 VILA ALBA. 05368-040 São Paulo - SP.",(11) 37353214,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.576,-46.7527
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JOSE SALVADOR JULIANELLI DEP,35238570,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BARAO DE JACEGUAI, 201 CAMPO BELO. 04606-000 São Paulo - SP.",(11) 55314921,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6267,-46.681
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEMEI SUZANA CAMPOS TAUIL,35238582,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LOEFGREEN, 1963 VILA CLEMENTINO. 04040-033 São Paulo - SP.",(11) 50844154,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.5999,-46.645
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET SILVIA COVAS,35238594,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE VICENTE NOBREGA, 21 CAMBUCI. 01541-040 São Paulo - SP.",(11) 20630077,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.5734,-46.6186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JOSE GOMES DE MORAES NETTO VER,35238600,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DEMOCRACIA, 262 VILA BRASILINA. 04161-060 São Paulo - SP.",(11) 29694462,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.62729296,-46.6166091
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET FRANCISCO PEREZ VER,35238612,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JACAPE, 148 VILA AGUA FUNDA. 04315-050 São Paulo - SP.",(11) 50582917,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.636,-46.62843
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET MONUMENTO,35238624,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LEAIS PAULISTANOS, 22 IPIRANGA. 04202-010 São Paulo - SP.",(11) 22155478,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.57873009,-46.6091169
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET PARQUE FONGARO,35238636,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAQUIM GONCALVES ANDRADE, 66 TELEFONE 2946-6434. PARQUE FONGARO. 04257-020 São Paulo - SP.",(11) 29466434,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6327,-46.5925
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET SANTA TERESA,35238648,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CLAUDIO FERREIRA MANOEL, 140 VILA SANTA TERESAZONA SUL. 04187-200 São Paulo - SP.",(11) 23356611,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6474,-46.5947
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET INEZ MENEZES MARIA,35238659,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ISABEL DE GOIS, 10 JARDIM BOTUCATU. 04173-150 São Paulo - SP.",(11) 23316255,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6367,-46.6101
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VICENTINA VELASCO AS SOCIAL,35238673,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CASTRO PRADO, 39 PQ BRISTOL. 04193-060 São Paulo - SP.",(11) 23316198,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6495,-46.6054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET MARIA DO CARMO PAZOS FERNANDEZ - MADU PROFA,35238685,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE DA FONSECA NADAES, 400 JARDIM SABARA. 04446-125 São Paulo - SP.",(11) 56154965,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6873,-46.6848
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VILA ERNESTINA,35238697,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PROFESSOR GUILHERME BELFORT SABINO, 915 CAMPININHA. 04678-001 São Paulo - SP.",(11) 56340888,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6701,-46.6818
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM CATANDUVA,35238703,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR RENATO BUENO NETO, S/N JARDIM CATANDUVA. 05767-350 São Paulo - SP.",(11) 58411870,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.63561871,-46.76338823
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET PARQUE REGINA,35238715,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"INACIO MANUEL TOURINHO, 101 PARQUE REGINA. 05773-070 São Paulo - SP.",(11) 58163680,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.63390742,-46.75317676
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET BRYAN BIGUINATI JARDIM,35238727,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCO SOARES, 27 PARQUE REGINA. 05774-300 São Paulo - SP.",(11) 58191571,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.63833334,-46.75004102
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET OLGA BENARIO PRESTES,35238739,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AROLDO DE AZEVEDO, 60 JARDIM BOM REFUGIO. 05788-230 São Paulo - SP.",(11) 58412434,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.63310764,-46.77596804
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET NATHALIA PEDROSO ROSEMBURG DRA,35238740,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AROLDO DE AZEVEDO, 50 JARDIM BOM REFUGIO. 05788-230 São Paulo - SP.",(11) 58414010,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6332,-46.7762
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET CID FRANCO VER,35238752,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AURELIO BELOTTI JUNIOR, 80 JARDIM SAMARA. 05759-210 São Paulo - SP.",(11) 58423100,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6313,-46.7631
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ALBERTINA RODRIGUES SIMON PROFA,35238764,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARCO DE CANAVESES, 35 JARDIM MITSUTANI. 05791-190 São Paulo - SP.",(11) 58252321,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.64632316,-46.78707054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET PAULO E ADMAR,35238776,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"REVERENDO PEIXOTO DA SILVA, 155 JARDIM ROSANA. 05795-010 São Paulo - SP.",(11) 58417432,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6487,-46.7769
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM LUSO,35238788,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"OLDEGARD OLSEN SAPUCAIA, 275 JARDIM LUSO. 04421-000 São Paulo - SP.",(11) 56218005,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.688,-46.6362
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ONADYR MARCONDES,35238797,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ISAIAS, 85 JARDIM MARIA LUIZA. 04434-030 São Paulo - SP.",(11) 56211595,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.6791,-46.6667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VILA IMPERIO,35238806,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CARAXUES, 27 CIDADE ADEMAR. 04405-170 São Paulo - SP.",(11) 55654751,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6728,-46.6558
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET MARIA MARGARIDA RODRIGUES DE OLIVEIRA PROFA,35238818,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMENICO DE PALMA, 401 JARDIM CUPECE. 04652-234 São Paulo - SP.",(11) 56771115,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.664,-46.6661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET PALMIRA DOS SANTOS ABRANTE,35238824,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCO DE ALVARENGA, 451 JARDIM MIRIAM. 04417-260 São Paulo - SP.",(11) 56251333,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6805,-46.6364
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET HELENA IRACY JUNQUEIRA,35238831,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"EUDORA, 56 VILA DO ENCONTRO. 04324-240 São Paulo - SP.",(11) 55880087,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6572,-46.638
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET RAUL TABAJARA VIDIGAL LEITAO VER,35238843,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE ESTEVAO DE MAGALHAES, 356 VILA CAMPESTRE. 04332-050 São Paulo - SP.",(11) 55624884,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6588,-46.6503
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET ANGELA MARIA FERNANDES,35238855,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CABO ALFREDO CLEMENTE, 200 JARDIM SUL SAO PAULO. 04413-070 São Paulo - SP.",(11) 56211749,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.6718,-46.6367
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET DOMINGOS RUFINO DE SOUZA,35238867,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"NAVARRA, 260 VILA SANTA CATARINA. 04374-020 São Paulo - SP.",(11) 55632821,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6515,-46.6537
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VILA MISSIONARIA,35238879,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PIETRO MONGINI, S/N VILA MISSIONARIA. 04430-040 São Paulo - SP.",(11) 56111194,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6889,-46.6492
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET O PEQUENO SEAREIRO,35238880,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR VITOR EUGENIO DO SACRAMENTO, 328 JARDIM ORIENTAL. 04348-020 São Paulo - SP.",(11) 50152998,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6466,-46.6507
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET RUBENS GRANJA VER,35238892,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SANTA CRUZ DO RIO PARDO, 252 AMERICANOPOLIS. 04411-120 São Paulo - SP.",(11) 56214569,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6791,-46.6437
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET AURINDO DOS SANTOS FREIRE,35238909,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAUIMA, S/N VILA ANDRADE. 05734-050 São Paulo - SP.",(11) 58443760,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.62664211,-46.74752509
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM UMARIZAL,35238910,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ECAUNA, 139 UMARIZAL. 05754-040 São Paulo - SP.",(11) 58448884,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.61919714,-46.75505982
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET VILA PRAIA,35238922,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO GARCIA MOYA 179, 179 JARDIM DAS PALMAS. 05749-250 São Paulo - SP.",(11) 58452113,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6185043,-46.74569908
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM TRES ESTRELAS,35238934,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ROSALBA CARRIERA, 174 JARDIM IMBE. 05863-250 São Paulo - SP.",(11) 55143315,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.6724,-46.7661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JARDIM MACEDONIA,35238946,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SORIANO DE ALBUQUERQUE, 77 JARDIM MACEDONIA. 05894-440 São Paulo - SP.",(11) 58217979,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.65353099,-46.7904219
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DIRET JOSE OLIVEIRA ALMEIDA DINIZ VER,35238958,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PAULINO VITAL DE MORAIS, 180 PARQUE MARIA HELENA. 05855-000 São Paulo - SP.",(11) 58163965,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.666005,-46.76216833
